length;weight
31,5;390
30,4;420
33,3;450
30,4;420
31,4;450
28,9;340
31,5;480
30,3;430
29,3;390
29;400
29,4;390
28,5;330
28;340
31,2;450
29,8;360
27;310
30;400
29,2;360
29;360
28,2;340
27,6;300
28,4;350
27,1;290
28,9;370
28;330
27,2;340
25,5;250
27,4;340
27,4;320
24,3;220
24;190
30,3;440
29,7;370
26,8;270
